skill_id	skill_name	skill_icon	skill_link	chronicle
116	Howl	skill0116	https://mw2.wiki/skill/116-howl/1/eternal	eternal
118	Magician's Movement	skill0118	https://mw2.wiki/skill/118-magicians-movement/1/eternal	eternal
120	Stunning Fist	skill0120	https://mw2.wiki/skill/120-stunning-fist/1/eternal	eternal
121	Battle Roar	skill0121	https://mw2.wiki/skill/121-battle-roar/1/eternal	eternal
122	Hex	skill0122	https://mw2.wiki/skill/122-hex/1/eternal	eternal
123	Spirit Barrier	skill0123	https://mw2.wiki/skill/123-spirit-barrier/1/eternal	eternal
127	Hamstring	skill0127	https://mw2.wiki/skill/127-hamstring/1/eternal	eternal
129	Poison	skill0129	https://mw2.wiki/skill/129-poison/1/eternal	eternal
130	Thrill Fight	skill0130	https://mw2.wiki/skill/130-thrill-fight/1/eternal	eternal
131	Hawk Eye	skill0131	https://mw2.wiki/skill/131-hawk-eye/1/eternal	eternal
134	Toughness	skill0134	https://mw2.wiki/skill/134-toughness/1/eternal	eternal
137	Critical Chance	skill0137	https://mw2.wiki/skill/137-critical-chance/1/eternal	eternal
139	Guts	skill0139	https://mw2.wiki/skill/139-guts/1/eternal	eternal
141	Weapon Mastery	skill0141	https://mw2.wiki/skill/141-weapon-mastery/1/eternal	eternal
142	Armor Mastery	skill0142	https://mw2.wiki/skill/142-armor-mastery/1/eternal	eternal
143	Cubic Mastery	skill0143	https://mw2.wiki/skill/143-cubic-mastery/1/eternal	eternal
144	Dual Weapon Mastery	skill0144	https://mw2.wiki/skill/144-dual-weapon-mastery/1/eternal	eternal
146	Anti Magic	skill0146	https://mw2.wiki/skill/146-anti-magic/1/eternal	eternal
147	M. Def.	skill0147	https://mw2.wiki/skill/147-m-def/1/eternal	eternal
148	Vital Force	skill0148	https://mw2.wiki/skill/148-vital-force/1/eternal	eternal
150	Weight Limit	skill0150	https://mw2.wiki/skill/150-weight-limit/1/eternal	eternal
153	Shield Mastery	skill0153	https://mw2.wiki/skill/153-shield-mastery/1/eternal	eternal
163	Spellcraft	skill0163	https://mw2.wiki/skill/163-spellcraft/1/eternal	eternal
164	Quick Recycle	skill0164	https://mw2.wiki/skill/164-quick-recycle/1/eternal	eternal
165	Trade	skill0165	https://mw2.wiki/skill/165-trade/1/eternal	eternal
168	Boost Attack Speed	skill0168	https://mw2.wiki/skill/168-boost-attack-speed/1/eternal	eternal
169	Quick Step	skill0169	https://mw2.wiki/skill/169-quick-step/1/eternal	eternal
171	Esprit	skill0171	https://mw2.wiki/skill/171-esprit/1/eternal	eternal
172	Create Item	skill0172	https://mw2.wiki/skill/172-create-item/1/eternal	eternal
173	Acrobatics	skill0173	https://mw2.wiki/skill/173-acrobatics/1/eternal	eternal
176	Frenzy	skill0176	https://mw2.wiki/skill/176-frenzy/1/eternal	eternal
181	Revival	skill0181	https://mw2.wiki/skill/181-revival/1/eternal	eternal
190	Fatal Strike	skill0190	https://mw2.wiki/skill/190-fatal-strike/1/eternal	eternal
191	Focus Mind	skill0191	https://mw2.wiki/skill/191-focus-mind/1/eternal	eternal
193	Critical Damage	skill0193	https://mw2.wiki/skill/193-critical-damage/1/eternal	eternal
194	Lucky	skill0194	https://mw2.wiki/skill/194-lucky/1/eternal	eternal
195	Boost Breath	skill0195	https://mw2.wiki/skill/195-boost-breath/1/eternal	eternal
196	Divine Blade	skill0196	https://mw2.wiki/skill/196-divine-blade/1/eternal	eternal
197	Divine Armor	skill0197	https://mw2.wiki/skill/197-divine-armor/1/eternal	eternal
198	Boost Evasion	skill0198	https://mw2.wiki/skill/198-boost-evasion/1/eternal	eternal
205	Sword/Blunt Weapon Mastery	skill0217	https://mw2.wiki/skill/205-swordblunt-weapon-mastery/1/eternal	eternal
208	Bow Mastery	skill0208	https://mw2.wiki/skill/208-bow-mastery/1/eternal	eternal
209	Dagger Mastery	skill0209	https://mw2.wiki/skill/209-dagger-mastery/1/eternal	eternal
210	Fist Weapon Mastery	skill0210	https://mw2.wiki/skill/210-fist-weapon-mastery/1/eternal	eternal
211	Boost HP	skill0211	https://mw2.wiki/skill/211-boost-hp/1/eternal	eternal
212	Fast HP Recovery	skill0212	https://mw2.wiki/skill/212-fast-hp-recovery/1/eternal	eternal
213	Boost Mana	skill0213	https://mw2.wiki/skill/213-boost-mana/1/eternal	eternal
214	Mana Recovery	skill0214	https://mw2.wiki/skill/214-mana-recovery/1/eternal	eternal
216	Polearm Mastery	skill0216	https://mw2.wiki/skill/216-polearm-mastery/1/eternal	eternal
217	Sword/ Blunt/ Dualblunt Weapon Mastery	skill0217	https://mw2.wiki/skill/217-sword-blunt-dualblunt-weapon-mastery/1/eternal	eternal
221	Silent Move	skill0221	https://mw2.wiki/skill/221-silent-move/1/eternal	eternal
222	Fury Fists	skill0222	https://mw2.wiki/skill/222-fury-fists/1/eternal	eternal
223	Sting	skill0223	https://mw2.wiki/skill/223-sting/1/eternal	eternal
225	Acrobatic Move	skill0225	https://mw2.wiki/skill/225-acrobatic-move/1/eternal	eternal
226	Relax	skill0226	https://mw2.wiki/skill/226-relax/1/eternal	eternal
227	Light Armor Mastery	skill0227	https://mw2.wiki/skill/227-light-armor-mastery/1/eternal	eternal
228	Fast Spell Casting	skill0228	https://mw2.wiki/skill/228-fast-spell-casting/1/eternal	eternal
229	Fast Mana Recovery	skill0229	https://mw2.wiki/skill/229-fast-mana-recovery/1/eternal	eternal
230	Sprint	skill0230	https://mw2.wiki/skill/230-sprint/1/eternal	eternal
231	Heavy Armor Mastery	skill0231	https://mw2.wiki/skill/231-heavy-armor-mastery/1/eternal	eternal
232	Heavy Armor Mastery	skill0232	https://mw2.wiki/skill/232-heavy-armor-mastery/1/eternal	eternal
233	Light Armor Mastery	skill0233	https://mw2.wiki/skill/233-light-armor-mastery/1/eternal	eternal
234	Robe Mastery	skill0234	https://mw2.wiki/skill/234-robe-mastery/1/eternal	eternal
235	Robe Mastery	skill0235	https://mw2.wiki/skill/235-robe-mastery/1/eternal	eternal
236	Light Armor Mastery	skill0236	https://mw2.wiki/skill/236-light-armor-mastery/1/eternal	eternal
239	Expertise D	skill0239	https://mw2.wiki/skill/239-expertise-d/1/eternal	eternal
244	Armor Mastery	skill0244	https://mw2.wiki/skill/244-armor-mastery/1/eternal	eternal
245	Wild Sweep	skill0245	https://mw2.wiki/skill/245-wild-sweep/1/eternal	eternal
246	Seal of Ruler	skill0246	https://mw2.wiki/skill/246-seal-of-ruler/1/eternal	eternal
247	Build Headquarters	skill0247	https://mw2.wiki/skill/247-build-headquarters/1/eternal	eternal
248	Crystallize	skill0248	https://mw2.wiki/skill/248-crystallize/1/eternal	eternal
249	Weapon Mastery	skill0249	https://mw2.wiki/skill/249-weapon-mastery/1/eternal	eternal
250	Weapon Mastery	skill0250	https://mw2.wiki/skill/250-weapon-mastery/1/eternal	eternal
251	Robe Mastery	skill0251	https://mw2.wiki/skill/251-robe-mastery/1/eternal	eternal
252	Light Armor Mastery	skill0252	https://mw2.wiki/skill/252-light-armor-mastery/1/eternal	eternal
253	Heavy Armor Mastery	skill0253	https://mw2.wiki/skill/253-heavy-armor-mastery/1/eternal	eternal
254	Spoil	skill0254	https://mw2.wiki/skill/254-spoil/1/eternal	eternal
255	Power Smash	skill0255	https://mw2.wiki/skill/255-power-smash/1/eternal	eternal
256	Accuracy	skill0256	https://mw2.wiki/skill/256-accuracy/1/eternal	eternal
257	Sword/Blunt Weapon Mastery	skill0257	https://mw2.wiki/skill/257-swordblunt-weapon-mastery/1/eternal	eternal
258	Light Armor Mastery	skill0258	https://mw2.wiki/skill/258-light-armor-mastery/1/eternal	eternal
259	Heavy Armor Mastery	skill0259	https://mw2.wiki/skill/259-heavy-armor-mastery/1/eternal	eternal
260	Hammer Crush	skill0260	https://mw2.wiki/skill/260-hammer-crush/1/eternal	eternal
261	Triple Sonic Slash	skill0261	https://mw2.wiki/skill/261-triple-sonic-slash/1/eternal	eternal
262	Divine Blessing	skill0262	https://mw2.wiki/skill/262-divine-blessing/1/eternal	eternal
263	Deadly Blow	skill0263	https://mw2.wiki/skill/263-deadly-blow/1/eternal	eternal
264	Rhythm of Defence	defence_32	https://mw2.wiki/skill/264-rhythm-of-defence/1/eternal	eternal
265	Rhythm of Benefit	benefit_32	https://mw2.wiki/skill/265-rhythm-of-benefit/1/eternal	eternal
266	Song of Water	skill0266	https://mw2.wiki/skill/266-song-of-water/1/eternal	eternal
267	Song of Warding	skill0267	https://mw2.wiki/skill/267-song-of-warding/1/eternal	eternal
268	Song of Wind	skill0268	https://mw2.wiki/skill/268-song-of-wind/1/eternal	eternal
269	Song of Hunter	skill0269	https://mw2.wiki/skill/269-song-of-hunter/1/eternal	eternal
270	Divine Rhythm	holy_32	https://mw2.wiki/skill/270-divine-rhythm/1/eternal	eternal
271	Dance of the Warrior	skill0271	https://mw2.wiki/skill/271-dance-of-the-warrior/1/eternal	eternal
272	Dance of Inspiration	skill0272	https://mw2.wiki/skill/272-dance-of-inspiration/1/eternal	eternal
273	Rhythm of Power	power_32	https://mw2.wiki/skill/273-rhythm-of-power/1/eternal	eternal
274	Rhythm of Critical	critical_32	https://mw2.wiki/skill/274-rhythm-of-critical/1/eternal	eternal
275	Rhythm of Rage	rage_32	https://mw2.wiki/skill/275-rhythm-of-rage/1/eternal	eternal
276	Dance of Concentration	skill0276	https://mw2.wiki/skill/276-dance-of-concentration/1/eternal	eternal
277	Dance of Light	skill0277	https://mw2.wiki/skill/277-dance-of-light/1/eternal	eternal
278	Summon Viper Cubic	skill0278	https://mw2.wiki/skill/278-summon-viper-cubic/1/eternal	eternal
279	Lightning Strike	skill0279	https://mw2.wiki/skill/279-lightning-strike/1/eternal	eternal
280	Burning Fist	skill0280	https://mw2.wiki/skill/280-burning-fist/1/eternal	eternal
281	Soul Breaker	skill0281	https://mw2.wiki/skill/281-soul-breaker/1/eternal	eternal
282	Puma Spirit Totem	skill0282	https://mw2.wiki/skill/282-puma-spirit-totem/1/eternal	eternal
283	Summon Dark Panther	skill0283	https://mw2.wiki/skill/283-summon-dark-panther/1/eternal	eternal
284	Hurricane Assault	skill0284	https://mw2.wiki/skill/284-hurricane-assault/1/eternal	eternal
285	Higher Mana Gain	skill0285	https://mw2.wiki/skill/285-higher-mana-gain/1/eternal	eternal
286	Provoke	skill0286	https://mw2.wiki/skill/286-provoke/1/eternal	eternal
287	Lionheart	skill0287	https://mw2.wiki/skill/287-lionheart/1/eternal	eternal
288	Guard Stance	skill0288	https://mw2.wiki/skill/288-guard-stance/1/eternal	eternal
289	Life Leech	skill0289	https://mw2.wiki/skill/289-life-leech/1/eternal	eternal
290	Final Frenzy	skill0290	https://mw2.wiki/skill/290-final-frenzy/1/eternal	eternal
291	Final Fortress	skill0291	https://mw2.wiki/skill/291-final-fortress/1/eternal	eternal
292	Bison Spirit Totem	skill0292	https://mw2.wiki/skill/292-bison-spirit-totem/1/eternal	eternal
293	Two-handed Weapon Mastery	skill0293	https://mw2.wiki/skill/293-two-handed-weapon-mastery/1/eternal	eternal
294	Shadow Sense	skill0294	https://mw2.wiki/skill/294-shadow-sense/1/eternal	eternal
295	Iron Body	skill0295	https://mw2.wiki/skill/295-iron-body/1/eternal	eternal
296	Chameleon Rest	skill0296	https://mw2.wiki/skill/296-chameleon-rest/1/eternal	eternal
297	Duelist Spirit	skill0297	https://mw2.wiki/skill/297-duelist-spirit/1/eternal	eternal
298	Rabbit Spirit Totem	skill0298	https://mw2.wiki/skill/298-rabbit-spirit-totem/1/eternal	eternal
299	Summon Wild Hog Cannon	skill0299	https://mw2.wiki/skill/299-summon-wild-hog-cannon/1/eternal	eternal
301	Summon Big Boom	skill0301	https://mw2.wiki/skill/301-summon-big-boom/1/eternal	eternal
302	Spoil Festival	skill0302	https://mw2.wiki/skill/302-spoil-festival/1/eternal	eternal
303	Soul of Sagittarius	skill0303	https://mw2.wiki/skill/303-soul-of-sagittarius/1/eternal	eternal
304	Rhythm of Body	body_32	https://mw2.wiki/skill/304-rhythm-of-body/1/eternal	eternal
305	Song of Vengeance	skill0305	https://mw2.wiki/skill/305-song-of-vengeance/1/eternal	eternal
306	Cyclonic Rhythm	cyclonic_32	https://mw2.wiki/skill/306-cyclonic-rhythm/1/eternal	eternal
307	Dance of Aqua Guard	skill0307	https://mw2.wiki/skill/307-dance-of-aqua-guard/1/eternal	eternal
308	Magmatic Rhythm	magmatic_32	https://mw2.wiki/skill/308-magmatic-rhythm/1/eternal	eternal
309	Dance of Earth Guard	skill0309	https://mw2.wiki/skill/309-dance-of-earth-guard/1/eternal	eternal
310	Rhythm of Reflection	reflect_32	https://mw2.wiki/skill/310-rhythm-of-reflection/1/eternal	eternal
311	Dance of Protection	skill0311	https://mw2.wiki/skill/311-dance-of-protection/1/eternal	eternal
312	Vicious Stance	skill0312	https://mw2.wiki/skill/312-vicious-stance/1/eternal	eternal
313	Snipe	skill0313	https://mw2.wiki/skill/313-snipe/1/eternal	eternal
314	Fatal Counter	skill0314	https://mw2.wiki/skill/314-fatal-counter/1/eternal	eternal
315	Crush of Doom	skill0315	https://mw2.wiki/skill/315-crush-of-doom/1/eternal	eternal
316	Aegis	skill0316	https://mw2.wiki/skill/316-aegis/1/eternal	eternal
317	Focus Attack	skill0317	https://mw2.wiki/skill/317-focus-attack/1/eternal	eternal
318	Aegis Stance	skill0318	https://mw2.wiki/skill/318-aegis-stance/1/eternal	eternal
319	Agile Movement	skill0319	https://mw2.wiki/skill/319-agile-movement/1/eternal	eternal
320	Wrath	skill0320	https://mw2.wiki/skill/320-wrath/1/eternal	eternal
321	Blinding Blow	skill0321	https://mw2.wiki/skill/321-blinding-blow/1/eternal	eternal
322	Shield Fortress	skill0322	https://mw2.wiki/skill/322-shield-fortress/1/eternal	eternal
323	Quiver of Arrow: A Grade	skill0323	https://mw2.wiki/skill/323-quiver-of-arrow-a-grade/1/eternal	eternal
324	Quiver of Arrow: S Grade	skill0324	https://mw2.wiki/skill/324-quiver-of-arrow-s-grade/1/eternal	eternal
325	Strider Siege Assault	skill0325	https://mw2.wiki/skill/325-strider-siege-assault/1/eternal	eternal
326	Build Advanced Headquarters	skill0326	https://mw2.wiki/skill/326-build-advanced-headquarters/1/eternal	eternal
327	Wyvern Aegis	skill0327	https://mw2.wiki/skill/327-wyvern-aegis/1/eternal	eternal
328	Wisdom	skill0328	https://mw2.wiki/skill/328-wisdom/1/eternal	eternal
329	Health	skill0329	https://mw2.wiki/skill/329-health/1/eternal	eternal
330	Skill Mastery	skill0330	https://mw2.wiki/skill/330-skill-mastery/1/eternal	eternal
331	Skill Mastery	skill0330	https://mw2.wiki/skill/331-skill-mastery/1/eternal	eternal
332	Extra Inventory	skill0332	https://mw2.wiki/skill/332-extra-inventory/1/eternal	eternal
333	Extra Sales Slots	skill0333	https://mw2.wiki/skill/333-extra-sales-slots/1/eternal	eternal
334	Focus Skill Mastery	skill0334	https://mw2.wiki/skill/334-focus-skill-mastery/1/eternal	eternal
335	Fortitude	skill0335	https://mw2.wiki/skill/335-fortitude/1/eternal	eternal
336	Arcane Wisdom	skill0336	https://mw2.wiki/skill/336-arcane-wisdom/1/eternal	eternal
337	Arcane Power	skill0337	https://mw2.wiki/skill/337-arcane-power/1/eternal	eternal
338	Arcane Agility	skill0338	https://mw2.wiki/skill/338-arcane-agility/1/eternal	eternal
339	Parry Stance	skill0339	https://mw2.wiki/skill/339-parry-stance/1/eternal	eternal
340	Riposte Stance	skill0340	https://mw2.wiki/skill/340-riposte-stance/1/eternal	eternal
341	Touch of Life	skill0341	https://mw2.wiki/skill/341-touch-of-life/1/eternal	eternal
342	Touch of Death	skill0342	https://mw2.wiki/skill/342-touch-of-death/1/eternal	eternal
343	Lethal Shot	skill0343	https://mw2.wiki/skill/343-lethal-shot/1/eternal	eternal
344	Lethal Blow	skill0344	https://mw2.wiki/skill/344-lethal-blow/1/eternal	eternal
345	Sonic Rage	skill0345	https://mw2.wiki/skill/345-sonic-rage/1/eternal	eternal
346	Raging Force	skill0346	https://mw2.wiki/skill/346-raging-force/1/eternal	eternal
347	Earthquake	skill0347	https://mw2.wiki/skill/347-earthquake/1/eternal	eternal
348	Spoil Crush	skill0348	https://mw2.wiki/skill/348-spoil-crush/1/eternal	eternal
349	Song of Renewal	skill0349	https://mw2.wiki/skill/349-song-of-renewal/1/eternal	eternal
350	Physical Mirror	skill0350	https://mw2.wiki/skill/350-physical-mirror/1/eternal	eternal
351	Magical Mirror	skill0351	https://mw2.wiki/skill/351-magical-mirror/1/eternal	eternal
352	Shield Bash	skill0352	https://mw2.wiki/skill/352-shield-bash/1/eternal	eternal
353	Shield Slam	skill0353	https://mw2.wiki/skill/353-shield-slam/1/eternal	eternal
354	Hamstring Shot	skill0354	https://mw2.wiki/skill/354-hamstring-shot/1/eternal	eternal
355	Focus Death	skill0355	https://mw2.wiki/skill/355-focus-death/1/eternal	eternal
356	Focus Chance	skill0356	https://mw2.wiki/skill/356-focus-chance/1/eternal	eternal
357	Focus Power	skill0357	https://mw2.wiki/skill/357-focus-power/1/eternal	eternal
358	Bluff	skill0358	https://mw2.wiki/skill/358-bluff/1/eternal	eternal
359	Eye of Hunter	skill0359	https://mw2.wiki/skill/359-eye-of-hunter/1/eternal	eternal
360	Eye of Slayer	skill0360	https://mw2.wiki/skill/360-eye-of-slayer/1/eternal	eternal
361	Shock Blast	skill0361	https://mw2.wiki/skill/361-shock-blast/1/eternal	eternal
362	Armor Crush	skill0362	https://mw2.wiki/skill/362-armor-crush/1/eternal	eternal
363	Rhythm of Clarity	clarity_32	https://mw2.wiki/skill/363-rhythm-of-clarity/1/eternal	eternal
364	Song of Champion	skill0364	https://mw2.wiki/skill/364-song-of-champion/1/eternal	eternal
365	Rhythm of Dominance	dominance_32	https://mw2.wiki/skill/365-rhythm-of-dominance/1/eternal	eternal
366	Rhythm of Shadows	shadow_32	https://mw2.wiki/skill/366-rhythm-of-shadows/1/eternal	eternal
367	Rhythm of Medusa	skill0367	https://mw2.wiki/skill/367-rhythm-of-medusa/1/eternal	eternal
368	Vengeance	skill0368	https://mw2.wiki/skill/368-vengeance/1/eternal	eternal
369	Evade Shot	skill0369	https://mw2.wiki/skill/369-evade-shot/1/eternal	eternal
370	Clan Body	skill0370	https://mw2.wiki/skill/370-clan-body/1/eternal	eternal
371	Clan Spirituality	skill0371	https://mw2.wiki/skill/371-clan-spirituality/1/eternal	eternal
372	Clan Soul	skill0372	https://mw2.wiki/skill/372-clan-soul/1/eternal	eternal
373	Clan Regeneration	skill0373	https://mw2.wiki/skill/373-clan-regeneration/1/eternal	eternal
374	Clan Morale	skill0374	https://mw2.wiki/skill/374-clan-morale/1/eternal	eternal
375	Clan Clarity	skill0375	https://mw2.wiki/skill/375-clan-clarity/1/eternal	eternal
376	Clan Might	skill0376	https://mw2.wiki/skill/376-clan-might/1/eternal	eternal
377	Clan Shield	skill0377	https://mw2.wiki/skill/377-clan-shield/1/eternal	eternal
378	Clan Empower	skill0378	https://mw2.wiki/skill/378-clan-empower/1/eternal	eternal
379	Clan M. Def.	skill0379	https://mw2.wiki/skill/379-clan-m-def/1/eternal	eternal
380	Clan Guidance	skill0380	https://mw2.wiki/skill/380-clan-guidance/1/eternal	eternal
381	Clan Agility	skill0381	https://mw2.wiki/skill/381-clan-agility/1/eternal	eternal
382	Clan Shield Defence	skill0382	https://mw2.wiki/skill/382-clan-shield-defence/1/eternal	eternal
383	Clan Shield Block	skill0383	https://mw2.wiki/skill/383-clan-shield-block/1/eternal	eternal
384	Clan Cyclonic Resistance	skill0384	https://mw2.wiki/skill/384-clan-cyclonic-resistance/1/eternal	eternal
385	Clan Magmatic Resistance	skill0385	https://mw2.wiki/skill/385-clan-magmatic-resistance/1/eternal	eternal
386	Clan Resist Shock	skill0386	https://mw2.wiki/skill/386-clan-resist-shock/1/eternal	eternal
387	Clan Resist Hold	skill0387	https://mw2.wiki/skill/387-clan-resist-hold/1/eternal	eternal
388	Clan Resist Sleep	skill0388	https://mw2.wiki/skill/388-clan-resist-sleep/1/eternal	eternal
389	Clan Wind Walk	skill0389	https://mw2.wiki/skill/389-clan-wind-walk/1/eternal	eternal
390	Clan Luck	skill0390	https://mw2.wiki/skill/390-clan-luck/1/eternal	eternal
