id	name	icon	grade	link	chronicle
195	ursed Staff	weapon_cursed_staff_i00	C	https://mw2.wiki/item/195-cursed-staff/lu4	lu4
196	Stick of Eternity	weapon_stick_of_eternity_i00	C	https://mw2.wiki/item/196-stick-of-eternity/lu4	lu4
197	Paradia Staff	weapon_paradia_staff_i00	C	https://mw2.wiki/item/197-paradia-staff/lu4	lu4
198	Inferno Staff	weapon_inferno_staff_i00	C	https://mw2.wiki/item/198-inferno-staff/lu4	lu4
199	Pa'agrian Hammer	weapon_paagrio_hammer_i00	C	https://mw2.wiki/item/199-paagrian-hammer/lu4	lu4
200	Sage's Staff	weapon_sages_staff_i00	C	https://mw2.wiki/item/200-sages-staff/lu4	lu4
201	lub of Nature	weapon_club_of_nature_i00	C	https://mw2.wiki/item/201-club-of-nature/lu4	lu4
202	Mace of Underworld	weapon_mace_of_underworld_i00	C	https://mw2.wiki/item/202-mace-of-underworld/lu4	lu4
203	Pa'agrian Axe	weapon_paagrio_axe_i00	C	https://mw2.wiki/item/203-paagrian-axe/lu4	lu4
204	Deadman's Staff	weapon_deadmans_staff_i00	C	https://mw2.wiki/item/204-deadmans-staff/lu4	lu4
205	Ghoul's Staff	weapon_ghouls_staff_i00	C	https://mw2.wiki/item/205-ghouls-staff/lu4	lu4
206	Demon's Staff	weapon_demons_staff_i00	C	https://mw2.wiki/item/206-demons-staff/lu4	lu4
207	Staff of Phantom	weapon_apprentices_staff_i00	B	https://mw2.wiki/item/207-staff-of-phantom/lu4	lu4
208	Staff of Seal	weapon_apprentices_staff_i00	B	https://mw2.wiki/item/208-staff-of-seal/lu4	lu4
209	Divine Staff	weapon_apprentices_staff_i00	B	https://mw2.wiki/item/209-divine-staff/lu4	lu4
210	Staff of Evil Spirits	weapon_staff_of_evil_sprit_i00	B	https://mw2.wiki/item/210-staff-of-evil-spirits/lu4	lu4
211	Staff of Nobility	weapon_apprentices_staff_i00	B	https://mw2.wiki/item/211-staff-of-nobility/lu4	lu4
212	Dasparion's Staff	weapon_dasparions_staff_i00	A	https://mw2.wiki/item/212-dasparions-staff/lu4	lu4
213	Branch of the Mother Tree	weapon_worldtrees_branch_i00	A	https://mw2.wiki/item/213-branch-of-the-mother-tree/lu4	lu4
214	The taff	weapon_imperial_staff_i00	S	https://mw2.wiki/item/214-the-staff/lu4	lu4
215	Doom Dagger	weapon_doomed_dagger_i00	None	https://mw2.wiki/item/215-doom-dagger/lu4	lu4
216	Dirk	weapon_dirk_i00	None	https://mw2.wiki/item/216-dirk/lu4	lu4
217	Shining Knife	weapon_shining_knife_i00	None	https://mw2.wiki/item/217-shining-knife/lu4	lu4
218	Throwing Knife	weapon_throw_knife_i00	None	https://mw2.wiki/item/218-throwing-knife/lu4	lu4
219	Sword Breaker	weapon_sword_breaker_i00	None	https://mw2.wiki/item/219-sword-breaker/lu4	lu4
220	Crafted agger	weapon_handiwork_dagger_i00	D	https://mw2.wiki/item/220-crafted-dagger/lu4	lu4
221	Assassin Knife	weapon_assassin_knife_i00	D	https://mw2.wiki/item/221-assassin-knife/lu4	lu4
222	Poniard agger	weapon_dirk_i00	D	https://mw2.wiki/item/222-poniard-dagger/lu4	lu4
223	Kukuri	weapon_kukuri_i00	D	https://mw2.wiki/item/223-kukuri/lu4	lu4
224	Maingauche	weapon_maingauche_i00	D	https://mw2.wiki/item/224-maingauche/lu4	lu4
225	Mithril agger	weapon_mithril_dagger_i00	D	https://mw2.wiki/item/225-mithril-dagger/lu4	lu4
226	ursed Dagger	weapon_cursed_dagger_i00	C	https://mw2.wiki/item/226-cursed-dagger/lu4	lu4
227	Stiletto	weapon_stiletto_i00	C	https://mw2.wiki/item/227-stiletto/lu4	lu4
228	rystal Dagger	weapon_crystal_dagger_i00	C	https://mw2.wiki/item/228-crystal-dagger/lu4	lu4
229	Kris	weapon_kris_i00	B	https://mw2.wiki/item/229-kris/lu4	lu4
230	Wolverine Needle	weapon_needle_wolverine_i00	C	https://mw2.wiki/item/230-wolverine-needle/lu4	lu4
231	Grace Dagger	weapon_grace_dagger_i00	C	https://mw2.wiki/item/231-grace-dagger/lu4	lu4
232	Dark Elven Dagger	weapon_darkelven_dagger_i00	C	https://mw2.wiki/item/232-dark-elven-dagger/lu4	lu4
233	Dark Screamer	weapon_dark_screamer_i00	C	https://mw2.wiki/item/233-dark-screamer/lu4	lu4
234	Demon's Dagger	weapon_demons_sword_i00	B	https://mw2.wiki/item/234-demons-dagger/lu4	lu4
235	Bloody Orchid	weapon_bloody_orchid_i00	A	https://mw2.wiki/item/235-bloody-orchid/lu4	lu4
236	Soul Separator	weapon_soul_separator_i00	A	https://mw2.wiki/item/236-soul-separator/lu4	lu4
237	Dragon's Tooth	weapon_angel_slayer_i00	S	https://mw2.wiki/item/237-dragons-tooth/lu4	lu4
238	agger of Mana	weapon_dagger_of_mana_i00	D	https://mw2.wiki/item/238-dagger-of-mana/lu4	lu4
239	Mystic Knife	weapon_mystic_knife_i00	D	https://mw2.wiki/item/239-mystic-knife/lu4	lu4
240	Conjurer's Knife	weapon_conjure_knife_i00	D	https://mw2.wiki/item/240-conjurers-knife/lu4	lu4
241	Shilen Knife	weapon_knife_o__silenus_i00	D	https://mw2.wiki/item/241-shilen-knife/lu4	lu4
242	Soulfire Dirk	weapon_dagger_of_magicflame_i00	C	https://mw2.wiki/item/242-soulfire-dirk/lu4	lu4
243	Hell Knife	weapon_hell_knife_i00	B	https://mw2.wiki/item/243-hell-knife/lu4	lu4
244	Elven Fighter Fist	N/A	None	https://mw2.wiki/item/244-elven-fighter-fist/lu4	lu4
245	Dark Fighter Fist	N/A	None	https://mw2.wiki/item/245-dark-fighter-fist/lu4	lu4
246	Human Fighter Fist	N/A	None	https://mw2.wiki/item/246-human-fighter-fist/lu4	lu4
247	Dwarven Fighter Fist	N/A	None	https://mw2.wiki/item/247-dwarven-fighter-fist/lu4	lu4
248	Orc Fighter Fist	N/A	None	https://mw2.wiki/item/248-orc-fighter-fist/lu4	lu4
249	Elven Mystic Fist	N/A	None	https://mw2.wiki/item/249-elven-mystic-fist/lu4	lu4
250	Dark Mystic Fist	N/A	None	https://mw2.wiki/item/250-dark-mystic-fist/lu4	lu4
251	Human Mystic Fist	N/A	None	https://mw2.wiki/item/251-human-mystic-fist/lu4	lu4
252	Orc Shaman Fist	N/A	None	https://mw2.wiki/item/252-orc-shaman-fist/lu4	lu4
253	Spiked Gloves	weapon_spike_glove_i00	None	https://mw2.wiki/item/253-spiked-gloves/lu4	lu4
254	Iron Gloves	weapon_iron_glove_i00	None	https://mw2.wiki/item/254-iron-gloves/lu4	lu4
255	Fox Claw Gloves	weapon_foxs_nail_i00	None	https://mw2.wiki/item/255-fox-claw-gloves/lu4	lu4
