skill_id	skill_name	skill_icon	skill_level	skill_description	skill_link	chronicle	type	uses	cooldown_time	can_it_be_used_at_the_olympiad	attribute	trait	range_min	range_max	available_for	duration
3	Power Strike	skill0003	5	Delivers a powerful blow that strikes the target with 51 Power added to P. Atk. Over-hit is possible.	https://mw2.wiki/skill/3-power-strike/5/lu4	lu4	Active (attack)	12	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Fighter', 'level': 11}, {'class': 'Elven Fighter', 'level': 11}, {'class': 'Dark Fighter', 'level': 11}, {'class': 'Orc Fighter', 'level': 11}, {'class': 'Dwarven Fighter', 'level': 11}]	
3	Power Strike	skill0003	6	Delivers a powerful blow that strikes the target with 55 Power added to P. Atk. Over-hit is possible.	https://mw2.wiki/skill/3-power-strike/6/lu4	lu4	Active (attack)	13	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Fighter', 'level': 13}, {'class': 'Elven Fighter', 'level': 13}, {'class': 'Dark Fighter', 'level': 13}, {'class': 'Orc Fighter', 'level': 13}, {'class': 'Dwarven Fighter', 'level': 13}]	
3	Power Strike	skill0003	7	Delivers a powerful blow that strikes the target with 71 Power added to P. Atk. Over-hit is possible.	https://mw2.wiki/skill/3-power-strike/7/lu4	lu4	Active (attack)	16	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Fighter', 'level': 15}, {'class': 'Elven Fighter', 'level': 15}, {'class': 'Dark Fighter', 'level': 15}, {'class': 'Orc Fighter', 'level': 15}, {'class': 'Dwarven Fighter', 'level': 15}]	
3	Power Strike	skill0003	8	Delivers a powerful blow that strikes the target with 78 Power added to P. Atk. Over-hit is possible.	https://mw2.wiki/skill/3-power-strike/8/lu4	lu4	Active (attack)	16	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Fighter', 'level': 17}, {'class': 'Elven Fighter', 'level': 17}, {'class': 'Dark Fighter', 'level': 17}, {'class': 'Orc Fighter', 'level': 17}, {'class': 'Dwarven Fighter', 'level': 17}]	
3	Power Strike	skill0003	9	Delivers a powerful blow that strikes the target with 84 Power added to P. Atk. Over-hit is possible.	https://mw2.wiki/skill/3-power-strike/9/lu4	lu4	Active (attack)	17	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Fighter', 'level': 19}, {'class': 'Elven Fighter', 'level': 19}, {'class': 'Dark Fighter', 'level': 19}, {'class': 'Orc Fighter', 'level': 19}, {'class': 'Dwarven Fighter', 'level': 19}]	
4	Dash	skill0004	1	Speed +40.	https://mw2.wiki/skill/4-dash/1/lu4	lu4	Active (attack)	10	30.0	True	No Attribute	none			[{'class': 'Rogue', 'level': 20}]	15
4	Dash	skill0004	2	Speed +66.	https://mw2.wiki/skill/4-dash/2/lu4	lu4	Active (attack)	21	30.0	True	No Attribute	none			[{'class': 'Treasure Hunter', 'level': 46}]	15
5	Double Sonic Slash	skill0005	1	Supplements the user's P. Atk. with 918 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/1/lu4	lu4	Active (attack)	59	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 46}]	
5	Double Sonic Slash	skill0005	2	Supplements the user's P. Atk. with 971 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/2/lu4	lu4	Active (attack)	60	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 47}]	
5	Double Sonic Slash	skill0005	3	Supplements the user's P. Atk. with 1025 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/3/lu4	lu4	Active (attack)	62	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 48}]	
5	Double Sonic Slash	skill0005	4	Supplements the user's P. Atk. with 1081 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/4/lu4	lu4	Active (attack)	64	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 49}]	
5	Double Sonic Slash	skill0005	5	Supplements the user's P. Atk. with 1140 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/5/lu4	lu4	Active (attack)	66	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 50}]	
5	Double Sonic Slash	skill0005	6	Supplements the user's P. Atk. with 1200 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/6/lu4	lu4	Active (attack)	67	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 51}]	
5	Double Sonic Slash	skill0005	7	Supplements the user's P. Atk. with 1262 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/7/lu4	lu4	Active (attack)	69	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 52}]	
5	Double Sonic Slash	skill0005	8	Supplements the user's P. Atk. with 1327 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/8/lu4	lu4	Active (attack)	69	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 53}]	
5	Double Sonic Slash	skill0005	9	Supplements the user's P. Atk. with 1393 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/9/lu4	lu4	Active (attack)	71	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 54}]	
5	Double Sonic Slash	skill0005	10	Supplements the user's P. Atk. with 1461 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/10/lu4	lu4	Active (attack)	73	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 55}]	
5	Double Sonic Slash	skill0005	11	Supplements the user's P. Atk. with 1531 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/11/lu4	lu4	Active (attack)	75	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 56}]	
5	Double Sonic Slash	skill0005	12	Supplements the user's P. Atk. with 1603 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/12/lu4	lu4	Active (attack)	76	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 57}]	
5	Double Sonic Slash	skill0005	13	Supplements the user's P. Atk. with 1677 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/13/lu4	lu4	Active (attack)	78	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 58}]	
5	Double Sonic Slash	skill0005	14	Supplements the user's P. Atk. with 1753 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/14/lu4	lu4	Active (attack)	80	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 59}]	
5	Double Sonic Slash	skill0005	15	Supplements the user's P. Atk. with 1830 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/15/lu4	lu4	Active (attack)	82	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 59}]	
5	Double Sonic Slash	skill0005	16	Supplements the user's P. Atk. with 1908 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/16/lu4	lu4	Active (attack)	83	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 60}]	
5	Double Sonic Slash	skill0005	17	Supplements the user's P. Atk. with 1988 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/17/lu4	lu4	Active (attack)	85	3.0	True	No Attribute	none	70.0	400.0	[{'class': 'Gladiator', 'level': 60}]	
5	Double Sonic Slash	skill0005	18	Supplements the user's P. Atk. with 2070 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/18/lu4	lu4	Active (attack)	85	3.0	True	No Attribute	none	70.0	400.0		
5	Double Sonic Slash	skill0005	19	Supplements the user's P. Atk. with 2153 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/19/lu4	lu4	Active (attack)	87	3.0	True	No Attribute	none	70.0	400.0		
5	Double Sonic Slash	skill0005	20	Supplements the user's P. Atk. with 2237 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/20/lu4	lu4	Active (attack)	89	3.0	True	No Attribute	none	70.0	400.0		
5	Double Sonic Slash	skill0005	21	Supplements the user's P. Atk. with 2322 Power, enabling a powerful sword stroke once the weapon's energy has been recharged. Over-hit and Critical hit are possible.	https://mw2.wiki/skill/5-double-sonic-slash/21/lu4	lu4	Active (attack)	90	3.0	True	No Attribute	none	70.0	400.0		
