npc_id	chronicle	name	url	title	icon_url	level	hp	mp	p_atk	m_atk	p_def	m_def	accuracy	evasion	exp	sp	attack_attribute	defence_attribute	def_fire	def_water	def_wind	def_earth	def_holy	def_unholy	drops	spoils	skills	map_image	spawn_points	respawn_time
18191.0	lu4	Witch of dust	https://wiki.mw2.wiki/npc/18191-witch-of-dust/lu4	Witch of dust	https://wiki.mw2.wiki/icon64/skill4298.png	81	28 205	1 935	2 365	1 861	562	373	128	128	40 874	4 638	Unholy 20	Fire 20Water 20Wind 20Earth 20Holy -13Unholy 184	20	20	20	20	13	184	[]	[]	[{"skill_name": "Demons", "skill_url": "https://wiki.mw2.wiki/skill/4416-demons/9/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4298.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
29034.0	lu4	Freki's Ifrit	https://wiki.mw2.wiki/npc/29034-frekis-ifrit/lu4	Freki's Ifrit	https://wiki.mw2.wiki/icon64/skill4296.png	81	33 049	1 840	13 633	11 933	2 286	926	128	128	0	0	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Spirits", "skill_url": "https://wiki.mw2.wiki/skill/4416-spirits/7/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4296.png"}, {"skill_name": "HP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Bare Hands", "skill_url": "https://wiki.mw2.wiki/skill/4415-bare-hands/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Resist Full Magic Attack", "skill_url": "https://wiki.mw2.wiki/skill/4045-resist-full-magic-attack/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18192.0	lu4	Witch of dust	https://wiki.mw2.wiki/npc/18192-witch-of-dust/lu4	Witch of dust	https://wiki.mw2.wiki/icon64/skill4298.png	81	28 205	1 935	2 365	1 861	1 068	373	128	128	54 416	6 174	Unholy 20	Fire 20Water 20Wind 20Earth 20Holy -13Unholy 184	20	20	20	20	13	184	[]	[]	[{"skill_name": "Demons", "skill_url": "https://wiki.mw2.wiki/skill/4416-demons/9/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4298.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Very Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-very-strong-p-def/17/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
29035.0	lu4	Freki's Golem	https://wiki.mw2.wiki/npc/29035-frekis-golem/lu4	Freki's Golem	https://wiki.mw2.wiki/icon64/skill4291.png	81	33 049	1 840	10 250	6 712	2 286	926	128	128	0	0	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Magic Creatures", "skill_url": "https://wiki.mw2.wiki/skill/4416-magic-creatures/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4291.png"}, {"skill_name": "HP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Bare Hands", "skill_url": "https://wiki.mw2.wiki/skill/4415-bare-hands/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Resist Full Magic Attack", "skill_url": "https://wiki.mw2.wiki/skill/4045-resist-full-magic-attack/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18193.0	lu4	Witch of dust	https://wiki.mw2.wiki/npc/18193-witch-of-dust/lu4	Witch of dust	https://wiki.mw2.wiki/icon64/skill4298.png	81	28 205	1 935	2 365	1 861	1 068	373	128	128	53 609	6 084	Unholy 20	Fire 20Water 20Wind 20Earth 20Holy -13Unholy 184	20	20	20	20	13	184	[]	[]	[{"skill_name": "Demons", "skill_url": "https://wiki.mw2.wiki/skill/4416-demons/9/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4298.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Very Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-very-strong-p-def/17/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18194.0	lu4	Witch of dust	https://wiki.mw2.wiki/npc/18194-witch-of-dust/lu4	Witch of dust	https://wiki.mw2.wiki/icon64/skill4298.png	81	28 205	1 935	2 365	1 861	1 068	373	128	128	54 388	6 174	Unholy 20	Fire 20Water 20Wind 20Earth 20Holy -13Unholy 184	20	20	20	20	13	184	[]	[]	[{"skill_name": "Demons", "skill_url": "https://wiki.mw2.wiki/skill/4416-demons/9/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4298.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Very Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-very-strong-p-def/17/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18195.0	lu4	Signet of Emperor	https://wiki.mw2.wiki/npc/18195-signet-of-emperor/lu4	Signet of Emperor	https://wiki.mw2.wiki/icon64/skill4301.png	81	28 205	1 935	3 147	3 297	424	280	128	128	41 677	4 728	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Bugs", "skill_url": "https://wiki.mw2.wiki/skill/4416-bugs/12/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4301.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Greater Bow/Crossbow Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4444-greater-bowcrossbow-resistance/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4444.png"}, {"skill_name": "Greater Sleep Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4438-greater-sleep-resistance/4/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4286.png"}, {"skill_name": "Greater Hold Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4439-greater-hold-resistance/4/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4288.png"}]		[]	nan
29038.0	lu4	Kinaz's Ifrit	https://wiki.mw2.wiki/npc/29038-kinazs-ifrit/lu4	Kinaz's Ifrit	https://wiki.mw2.wiki/icon64/skill4296.png	81	33 049	1 840	13 633	11 933	2 286	926	128	128	0	0	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Spirits", "skill_url": "https://wiki.mw2.wiki/skill/4416-spirits/7/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4296.png"}, {"skill_name": "HP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Bare Hands", "skill_url": "https://wiki.mw2.wiki/skill/4415-bare-hands/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Resist Full Magic Attack", "skill_url": "https://wiki.mw2.wiki/skill/4045-resist-full-magic-attack/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18196.0	lu4	Charm of Corner	https://wiki.mw2.wiki/npc/18196-charm-of-corner/lu4	Charm of Corner	https://wiki.mw2.wiki/icon64/skill4291.png	81	28 205	1 935	1 335	593	2 476	1 653	128	128	136 139	15 456	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Magic Creatures", "skill_url": "https://wiki.mw2.wiki/skill/4416-magic-creatures/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4291.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Extremely Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-extremely-strong-p-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Extremely Strong M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-extremely-strong-m-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4413_normal.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Greater Poison Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4436-greater-poison-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4436.png"}, {"skill_name": "Greater Bleed Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4437-greater-bleed-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4437.png"}]		[]	nan
29039.0	lu4	Kinaz's Ifrit	https://wiki.mw2.wiki/npc/29039-kinazs-ifrit/lu4	Kinaz's Ifrit	https://wiki.mw2.wiki/icon64/skill4296.png	81	33 049	1 840	10 250	6 712	2 286	926	128	128	0	0	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Spirits", "skill_url": "https://wiki.mw2.wiki/skill/4416-spirits/7/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4296.png"}, {"skill_name": "HP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-average-p-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-average-m-def/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Bare Hands", "skill_url": "https://wiki.mw2.wiki/skill/4415-bare-hands/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Resist Full Magic Attack", "skill_url": "https://wiki.mw2.wiki/skill/4045-resist-full-magic-attack/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}]		[]	nan
18197.0	lu4	Charm of Corner	https://wiki.mw2.wiki/npc/18197-charm-of-corner/lu4	Charm of Corner	https://wiki.mw2.wiki/icon64/skill4291.png	81	28 205	1 935	1 335	593	2 476	1 653	128	128	136 139	15 456	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Magic Creatures", "skill_url": "https://wiki.mw2.wiki/skill/4416-magic-creatures/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4291.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Extremely Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-extremely-strong-p-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Extremely Strong M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-extremely-strong-m-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4413_normal.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Greater Poison Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4436-greater-poison-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4436.png"}, {"skill_name": "Greater Bleed Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4437-greater-bleed-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4437.png"}]		[]	nan
18198.0	lu4	Charm of Corner	https://wiki.mw2.wiki/npc/18198-charm-of-corner/lu4	Charm of Corner	https://wiki.mw2.wiki/icon64/skill4291.png	81	28 205	1 935	1 335	593	2 476	1 653	128	128	136 139	15 456	No Attack Attribute	Fire 20Water 20Wind 20Earth 20Holy 20Unholy 20	20	20	20	20	20	20	[]	[]	[{"skill_name": "Magic Creatures", "skill_url": "https://wiki.mw2.wiki/skill/4416-magic-creatures/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4291.png"}, {"skill_name": "HP Increase (6x)", "skill_url": "https://wiki.mw2.wiki/skill/4408-hp-increase-6x/14/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4307.png"}, {"skill_name": "MP Increase (1x)", "skill_url": "https://wiki.mw2.wiki/skill/4409-mp-increase-1x/1/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average P. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4410-average-p-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Average M. Atk.", "skill_url": "https://wiki.mw2.wiki/skill/4411-average-m-atk/11/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Extremely Strong P. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4412-extremely-strong-p-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0142.png"}, {"skill_name": "Extremely Strong M. Def.", "skill_url": "https://wiki.mw2.wiki/skill/4413-extremely-strong-m-def/20/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4413_normal.png"}, {"skill_name": "Standard Type", "skill_url": "https://wiki.mw2.wiki/skill/4414-standard-type/2/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "One-handed Sword", "skill_url": "https://wiki.mw2.wiki/skill/4415-one-handed-sword/3/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill0000.png"}, {"skill_name": "Greater Poison Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4436-greater-poison-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4436.png"}, {"skill_name": "Greater Bleed Resistance", "skill_url": "https://wiki.mw2.wiki/skill/4437-greater-bleed-resistance/5/lu4", "skill_icon": "https://wiki.mw2.wiki/icon64/skill4437.png"}]		[]	nan
