icon	name	id	grade	link
etc_recipe_yellow_i00	Recipe: Necklace of Protection	2165	None	https://wiki.mw2.wiki/item/2165-recipe-necklace-of-protection/lu4
etc_recipe_yellow_i00	Recipe: Earring of Seal (100%)	2166	None	https://wiki.mw2.wiki/item/2166-recipe-earring-of-seal-100/lu4
etc_recipe_yellow_i00	Recipe: Ring of Ages	2167	None	https://wiki.mw2.wiki/item/2167-recipe-ring-of-ages/lu4
etc_recipe_yellow_i00	Recipe: Necklace of Mermaid	2168	None	https://wiki.mw2.wiki/item/2168-recipe-necklace-of-mermaid/lu4
etc_recipe_yellow_i00	Recipe: Necklace of Seal	2169	None	https://wiki.mw2.wiki/item/2169-recipe-necklace-of-seal/lu4
etc_recipe_yellow_i00	Recipe: Nassen's Earring	2170	None	https://wiki.mw2.wiki/item/2170-recipe-nassens-earring/lu4
etc_recipe_red_i00	Recipe: Sage's Ring	2171	None	https://wiki.mw2.wiki/item/2171-recipe-sages-ring/lu4
etc_recipe_red_i00	Recipe: Sage's Necklace	2172	None	https://wiki.mw2.wiki/item/2172-recipe-sages-necklace/lu4
etc_recipe_white_i00	Recipe: Hard Leather Shirt	2173	None	https://wiki.mw2.wiki/item/2173-recipe-hard-leather-shirt/lu4
etc_recipe_white_i00	Recipe: Hard Leather Gaiters	2174	None	https://wiki.mw2.wiki/item/2174-recipe-hard-leather-gaiters/lu4
etc_recipe_white_i00	Recipe: Boots	2175	None	https://wiki.mw2.wiki/item/2175-recipe-boots/lu4
etc_recipe_blue_i00	Recipe: Leather Boots	2176	None	https://wiki.mw2.wiki/item/2176-recipe-leather-boots/lu4
etc_recipe_blue_i00	Recipe: Bone Helmet	2177	None	https://wiki.mw2.wiki/item/2177-recipe-bone-helmet/lu4
etc_recipe_blue_i00	Recipe: Dark Stockings	2178	None	https://wiki.mw2.wiki/item/2178-recipe-dark-stockings/lu4
etc_recipe_blue_i00	Recipe: Crafted Leather Gloves	2179	None	https://wiki.mw2.wiki/item/2179-recipe-crafted-leather-gloves/lu4
etc_recipe_blue_i00	Recipe: Scale Mail	2180	None	https://wiki.mw2.wiki/item/2180-recipe-scale-mail/lu4
etc_recipe_blue_i00	Recipe: White Tunic	2181	None	https://wiki.mw2.wiki/item/2181-recipe-white-tunic/lu4
etc_recipe_blue_i00	Recipe: Scale Gaiters	2182	None	https://wiki.mw2.wiki/item/2182-recipe-scale-gaiters/lu4
etc_recipe_blue_i00	Recipe: Mithril Banded Mail	2183	None	https://wiki.mw2.wiki/item/2183-recipe-mithril-banded-mail/lu4
etc_recipe_blue_i00	Recipe: Mithril Banded Gaiters	2184	None	https://wiki.mw2.wiki/item/2184-recipe-mithril-banded-gaiters/lu4
etc_recipe_blue_i00	Recipe: Iron Boots	2185	None	https://wiki.mw2.wiki/item/2185-recipe-iron-boots/lu4
etc_recipe_blue_i00	Recipe: Brigandine Breastplate	2186	None	https://wiki.mw2.wiki/item/2186-recipe-brigandine-breastplate/lu4
etc_recipe_blue_i00	Recipe: Manticore Skin Shirt	2187	None	https://wiki.mw2.wiki/item/2187-recipe-manticore-skin-shirt/lu4
etc_recipe_blue_i00	Recipe: Manticore Skin Gaiters	2188	None	https://wiki.mw2.wiki/item/2188-recipe-manticore-skin-gaiters/lu4
etc_recipe_blue_i00	Recipe: Mithril Tunic	2189	None	https://wiki.mw2.wiki/item/2189-recipe-mithril-tunic/lu4
etc_recipe_blue_i00	Recipe: Mithril Stockings	2190	None	https://wiki.mw2.wiki/item/2190-recipe-mithril-stockings/lu4
etc_recipe_blue_i00	Recipe: RIP Gauntlets	2191	None	https://wiki.mw2.wiki/item/2191-recipe-rip-gauntlets/lu4
etc_recipe_blue_i00	Recipe: Kite Shield	2192	None	https://wiki.mw2.wiki/item/2192-recipe-kite-shield/lu4
etc_recipe_blue_i00	Recipe: Boots of Power	2193	None	https://wiki.mw2.wiki/item/2193-recipe-boots-of-power/lu4
etc_recipe_blue_i00	Recipe: Mithril Gloves	2194	None	https://wiki.mw2.wiki/item/2194-recipe-mithril-gloves/lu4
etc_recipe_blue_i00	Recipe: Half Plate Armor	2195	None	https://wiki.mw2.wiki/item/2195-recipe-half-plate-armor/lu4
etc_recipe_blue_i00	Recipe: Plate Gaiters	2196	None	https://wiki.mw2.wiki/item/2196-recipe-plate-gaiters/lu4
etc_recipe_blue_i00	Recipe: Salamander Skin Mail	2197	None	https://wiki.mw2.wiki/item/2197-recipe-salamander-skin-mail/lu4
etc_recipe_blue_i00	Recipe: Sage's Rag	2198	None	https://wiki.mw2.wiki/item/2198-recipe-sages-rag/lu4
etc_recipe_yellow_i00	Recipe: Karmian Stockings	2199	None	https://wiki.mw2.wiki/item/2199-recipe-karmian-stockings/lu4
etc_recipe_blue_i00	Recipe: Chain Helmet	2200	None	https://wiki.mw2.wiki/item/2200-recipe-chain-helmet/lu4
etc_recipe_blue_i00	Recipe: Square Shield	2201	None	https://wiki.mw2.wiki/item/2201-recipe-square-shield/lu4
etc_recipe_blue_i00	Recipe: Assault Boots	2202	None	https://wiki.mw2.wiki/item/2202-recipe-assault-boots/lu4
etc_recipe_yellow_i00	Recipe: Reinforced Mithril Boots	2203	None	https://wiki.mw2.wiki/item/2203-recipe-reinforced-mithril-boots/lu4
etc_recipe_yellow_i00	Recipe: Chain Mail Shirt	2204	None	https://wiki.mw2.wiki/item/2204-recipe-chain-mail-shirt/lu4
etc_recipe_yellow_i00	Recipe: Chain Gaiters	2205	None	https://wiki.mw2.wiki/item/2205-recipe-chain-gaiters/lu4
etc_recipe_yellow_i00	Recipe: Reinforced Mithril Shirt	2206	None	https://wiki.mw2.wiki/item/2206-recipe-reinforced-mithril-shirt/lu4
etc_recipe_yellow_i00	Recipe: Karmian Tunic	2207	None	https://wiki.mw2.wiki/item/2207-recipe-karmian-tunic/lu4
etc_recipe_blue_i00	Recipe: Ogre Power Gauntlets	2208	None	https://wiki.mw2.wiki/item/2208-recipe-ogre-power-gauntlets/lu4
etc_recipe_yellow_i00	Recipe: Eldarake	2209	None	https://wiki.mw2.wiki/item/2209-recipe-eldarake/lu4
etc_recipe_yellow_i00	Recipe: Steel Plate Helmet	2210	None	https://wiki.mw2.wiki/item/2210-recipe-steel-plate-helmet/lu4
etc_recipe_yellow_i00	Recipe: Plated Leather Shirt	2211	None	https://wiki.mw2.wiki/item/2211-recipe-plated-leather-shirt/lu4
etc_recipe_yellow_i00	Recipe: Plated Leather Gaiters	2212	None	https://wiki.mw2.wiki/item/2212-recipe-plated-leather-gaiters/lu4
etc_recipe_yellow_i00	Recipe: Dwarven Chain Mail Shirt	2213	None	https://wiki.mw2.wiki/item/2213-recipe-dwarven-chain-mail-shirt/lu4
etc_recipe_yellow_i00	Recipe: Dwarven Chain Gaiters	2214	None	https://wiki.mw2.wiki/item/2214-recipe-dwarven-chain-gaiters/lu4
etc_recipe_yellow_i00	Recipe: Robe of Seal	2215	None	https://wiki.mw2.wiki/item/2215-recipe-robe-of-seal/lu4
etc_recipe_yellow_i00	Recipe: Great Helmet	2216	None	https://wiki.mw2.wiki/item/2216-recipe-great-helmet/lu4
etc_recipe_yellow_i00	Recipe: Knight's Shield	2217	None	https://wiki.mw2.wiki/item/2217-recipe-knights-shield/lu4
etc_recipe_yellow_i00	Recipe: Pa'agrian Hand	2218	None	https://wiki.mw2.wiki/item/2218-recipe-paagrian-hand/lu4
etc_recipe_yellow_i00	Recipe: Crimson Boots	2219	None	https://wiki.mw2.wiki/item/2219-recipe-crimson-boots/lu4
etc_recipe_yellow_i00	Recipe: Rind Leather Armor	2220	None	https://wiki.mw2.wiki/item/2220-recipe-rind-leather-armor/lu4
etc_recipe_yellow_i00	Recipe: Rind Leather Gaiters	2221	None	https://wiki.mw2.wiki/item/2221-recipe-rind-leather-gaiters/lu4
etc_recipe_yellow_i00	Recipe: Composite Armor	2222	None	https://wiki.mw2.wiki/item/2222-recipe-composite-armor/lu4
etc_recipe_yellow_i00	Recipe: Tower Shield	2223	None	https://wiki.mw2.wiki/item/2223-recipe-tower-shield/lu4
etc_recipe_yellow_i00	Recipe: Demon's Tunic	2224	None	https://wiki.mw2.wiki/item/2224-recipe-demons-tunic/lu4
etc_recipe_yellow_i00	Recipe: Demon's Stockings	2225	None	https://wiki.mw2.wiki/item/2225-recipe-demons-stockings/lu4
etc_recipe_yellow_i00	Recipe: Composite Gauntlets	2226	None	https://wiki.mw2.wiki/item/2226-recipe-composite-gauntlets/lu4
etc_recipe_yellow_i00	Recipe: Forgotten Boots	2227	None	https://wiki.mw2.wiki/item/2227-recipe-forgotten-boots/lu4
etc_recipe_yellow_i00	Recipe: Shining Circlet	2228	None	https://wiki.mw2.wiki/item/2228-recipe-shining-circlet/lu4
etc_recipe_yellow_i00	Recipe: Theca Leather Armor	2229	None	https://wiki.mw2.wiki/item/2229-recipe-theca-leather-armor/lu4
etc_recipe_yellow_i00	Recipe: Theca Leather Gaiters	2230	None	https://wiki.mw2.wiki/item/2230-recipe-theca-leather-gaiters/lu4
etc_recipe_yellow_i00	Recipe: Full Plate Armor	2231	None	https://wiki.mw2.wiki/item/2231-recipe-full-plate-armor/lu4
etc_recipe_yellow_i00	Recipe: Drake Leather Armor	2232	None	https://wiki.mw2.wiki/item/2232-recipe-drake-leather-armor/lu4
etc_recipe_yellow_i00	Recipe: Divine Tunic	2233	None	https://wiki.mw2.wiki/item/2233-recipe-divine-tunic/lu4
etc_recipe_yellow_i00	Recipe: Divine Stockings	2234	None	https://wiki.mw2.wiki/item/2234-recipe-divine-stockings/lu4
etc_recipe_yellow_i00	Recipe: Helmet (not for use)	2235	None	https://wiki.mw2.wiki/item/2235-recipe-helmet-not-for-use/lu4
etc_recipe_yellow_i00	Recipe: Cap of Mana	2236	None	https://wiki.mw2.wiki/item/2236-recipe-cap-of-mana/lu4
etc_recipe_yellow_i00	Recipe: Paradia Hood	2237	None	https://wiki.mw2.wiki/item/2237-recipe-paradia-hood/lu4
etc_recipe_yellow_i00	Recipe: Hood of Solar Eclipse	2238	None	https://wiki.mw2.wiki/item/2238-recipe-hood-of-solar-eclipse/lu4
etc_recipe_yellow_i00	Recipe: Hood of Summoning	2239	None	https://wiki.mw2.wiki/item/2239-recipe-hood-of-summoning/lu4
etc_recipe_yellow_i00	Recipe: Elemental Hood	2240	None	https://wiki.mw2.wiki/item/2240-recipe-elemental-hood/lu4
etc_recipe_yellow_i00	Recipe: Hood of Grace	2241	None	https://wiki.mw2.wiki/item/2241-recipe-hood-of-grace/lu4
etc_recipe_yellow_i00	Recipe: Phoenix Hood	2242	None	https://wiki.mw2.wiki/item/2242-recipe-phoenix-hood/lu4
etc_recipe_yellow_i00	Recipe: Hood of Aid	2243	None	https://wiki.mw2.wiki/item/2243-recipe-hood-of-aid/lu4
etc_recipe_yellow_i00	Recipe: Flame Helm	2244	None	https://wiki.mw2.wiki/item/2244-recipe-flame-helm/lu4
etc_recipe_yellow_i00	Recipe: Helm of Avadon	2246	None	https://wiki.mw2.wiki/item/2246-recipe-helm-of-avadon/lu4
etc_recipe_yellow_i00	Recipe: Helmet of Pledge	2247	None	https://wiki.mw2.wiki/item/2247-recipe-helmet-of-pledge/lu4
etc_recipe_yellow_i00	Recipe: Gauntlets of Ghost	2248	None	https://wiki.mw2.wiki/item/2248-recipe-gauntlets-of-ghost/lu4
etc_recipe_yellow_i00	Recipe: Adamantite Boots	2249	None	https://wiki.mw2.wiki/item/2249-recipe-adamantite-boots/lu4
etc_recipe_blue_i00	Recipe: Bone Arrow	2250	None	https://wiki.mw2.wiki/item/2250-recipe-bone-arrow/lu4
etc_recipe_yellow_i00	Recipe: Steel Arrow	2251	None	https://wiki.mw2.wiki/item/2251-recipe-steel-arrow/lu4
etc_recipe_white_i00	Recipe: Iron Hammer	2252	None	https://wiki.mw2.wiki/item/2252-recipe-iron-hammer/lu4
etc_recipe_white_i00	Recipe: Sword Breaker	2253	None	https://wiki.mw2.wiki/item/2253-recipe-sword-breaker/lu4
etc_recipe_white_i00	Recipe: Composite Bow	2254	None	https://wiki.mw2.wiki/item/2254-recipe-composite-bow/lu4
etc_recipe_blue_i00	Recipe: Saber	2255	None	https://wiki.mw2.wiki/item/2255-recipe-saber/lu4
etc_recipe_blue_i00	Recipe: Assassin Knife	2256	None	https://wiki.mw2.wiki/item/2256-recipe-assassin-knife/lu4
etc_recipe_blue_i00	Recipe: Trident	2257	None	https://wiki.mw2.wiki/item/2257-recipe-trident/lu4
etc_recipe_blue_i00	Recipe: Temptation of Abyss	2258	None	https://wiki.mw2.wiki/item/2258-recipe-temptation-of-abyss/lu4
etc_recipe_blue_i00	Recipe: Spinebone Sword	2259	None	https://wiki.mw2.wiki/item/2259-recipe-spinebone-sword/lu4
etc_recipe_blue_i00	Recipe: Mace of Judgment	2260	None	https://wiki.mw2.wiki/item/2260-recipe-mace-of-judgment/lu4
etc_recipe_blue_i00	Recipe: Conjuror's Staff	2261	None	https://wiki.mw2.wiki/item/2261-recipe-conjurors-staff/lu4
etc_recipe_blue_i00	Recipe: Elven Bow	2262	None	https://wiki.mw2.wiki/item/2262-recipe-elven-bow/lu4
etc_recipe_blue_i00	Recipe: Dwarven Trident	2263	None	https://wiki.mw2.wiki/item/2263-recipe-dwarven-trident/lu4
etc_recipe_blue_i00	Recipe: Two-handed Sword	2264	None	https://wiki.mw2.wiki/item/2264-recipe-two-handed-sword/lu4
etc_recipe_blue_i00	Recipe: Spiked Club	2265	None	https://wiki.mw2.wiki/item/2265-recipe-spiked-club/lu4
etc_recipe_blue_i00	Recipe: Shilen Knife	2266	None	https://wiki.mw2.wiki/item/2266-recipe-shilen-knife/lu4
etc_recipe_blue_i00	Recipe: Gastraphetes	2267	None	https://wiki.mw2.wiki/item/2267-recipe-gastraphetes/lu4
etc_recipe_blue_i00	Recipe: Tome of Blood	2268	None	https://wiki.mw2.wiki/item/2268-recipe-tome-of-blood/lu4
etc_recipe_blue_i00	Recipe: Morning Star	2269	None	https://wiki.mw2.wiki/item/2269-recipe-morning-star/lu4
etc_recipe_blue_i00	Recipe: Goat Head Staff	2270	None	https://wiki.mw2.wiki/item/2270-recipe-goat-head-staff/lu4
etc_recipe_blue_i00	Recipe: Winged Spear	2271	None	https://wiki.mw2.wiki/item/2271-recipe-winged-spear/lu4
etc_recipe_blue_i00	Recipe: Sword of Revolution	2272	None	https://wiki.mw2.wiki/item/2272-recipe-sword-of-revolution/lu4
etc_recipe_blue_i00	Recipe: Tarbar	2273	None	https://wiki.mw2.wiki/item/2273-recipe-tarbar/lu4
etc_recipe_blue_i00	Recipe: Skull Breaker	2274	None	https://wiki.mw2.wiki/item/2274-recipe-skull-breaker/lu4
etc_recipe_blue_i00	Recipe: Heavy Bone Club	2275	None	https://wiki.mw2.wiki/item/2275-recipe-heavy-bone-club/lu4
etc_recipe_blue_i00	Recipe: Maingauche	2276	None	https://wiki.mw2.wiki/item/2276-recipe-maingauche/lu4
etc_recipe_blue_i00	Recipe: Bich'hwa	2277	None	https://wiki.mw2.wiki/item/2277-recipe-bichhwa/lu4
etc_recipe_blue_i00	Recipe: Reinforced Long Bow	2278	None	https://wiki.mw2.wiki/item/2278-recipe-reinforced-long-bow/lu4
etc_recipe_blue_i00	Recipe: War Pick	2279	None	https://wiki.mw2.wiki/item/2279-recipe-war-pick/lu4
etc_recipe_blue_i00	Recipe: Crucifix of Blood	2280	None	https://wiki.mw2.wiki/item/2280-recipe-crucifix-of-blood/lu4
etc_recipe_blue_i00	Recipe: Eye of Infinity	2281	None	https://wiki.mw2.wiki/item/2281-recipe-eye-of-infinity/lu4
etc_recipe_blue_i00	Recipe: Cursed Maingauche	2282	None	https://wiki.mw2.wiki/item/2282-recipe-cursed-maingauche/lu4
etc_recipe_blue_i00	Recipe: Blue Crystal Skull	2283	None	https://wiki.mw2.wiki/item/2283-recipe-blue-crystal-skull/lu4
etc_recipe_blue_i00	Recipe: Demon Fangs	2284	None	https://wiki.mw2.wiki/item/2284-recipe-demon-fangs/lu4
etc_recipe_blue_i00	Recipe: Claymore	2285	None	https://wiki.mw2.wiki/item/2285-recipe-claymore/lu4
etc_recipe_blue_i00	Recipe: Bonebreaker	2286	None	https://wiki.mw2.wiki/item/2286-recipe-bonebreaker/lu4
etc_recipe_blue_i00	Recipe: Atuba Hammer	2287	None	https://wiki.mw2.wiki/item/2287-recipe-atuba-hammer/lu4
etc_recipe_blue_i00	Recipe: Ghost Staff	2288	None	https://wiki.mw2.wiki/item/2288-recipe-ghost-staff/lu4
etc_recipe_blue_i00	Recipe: Staff of Life	2289	None	https://wiki.mw2.wiki/item/2289-recipe-staff-of-life/lu4
etc_recipe_blue_i00	Recipe: Mithril Dagger	2290	None	https://wiki.mw2.wiki/item/2290-recipe-mithril-dagger/lu4
etc_recipe_blue_i00	Recipe: Scallop Jamadhr	2291	None	https://wiki.mw2.wiki/item/2291-recipe-scallop-jamadhr/lu4
etc_recipe_blue_i00	Recipe: Light Crossbow	2292	None	https://wiki.mw2.wiki/item/2292-recipe-light-crossbow/lu4
etc_recipe_blue_i00	Recipe: Glaive	2293	None	https://wiki.mw2.wiki/item/2293-recipe-glaive/lu4
etc_recipe_blue_i00	Recipe: Vajra Wands	2294	None	https://wiki.mw2.wiki/item/2294-recipe-vajra-wands/lu4
etc_recipe_blue_i00	Recipe: Ancient Reagent	2295	None	https://wiki.mw2.wiki/item/2295-recipe-ancient-reagent/lu4
etc_recipe_blue_i00	Recipe: Atuba Mace	2296	None	https://wiki.mw2.wiki/item/2296-recipe-atuba-mace/lu4
etc_recipe_yellow_i00	Recipe: Flamberge	2297	None	https://wiki.mw2.wiki/item/2297-recipe-flamberge/lu4
etc_recipe_yellow_i00	Recipe: Stormbringer	2298	None	https://wiki.mw2.wiki/item/2298-recipe-stormbringer/lu4
etc_recipe_yellow_i00	Recipe: Big Hammer	2299	None	https://wiki.mw2.wiki/item/2299-recipe-big-hammer/lu4
etc_recipe_yellow_i00	Recipe: Scythe	2300	None	https://wiki.mw2.wiki/item/2300-recipe-scythe/lu4
etc_recipe_yellow_i00	Recipe: Battle Axe	2301	None	https://wiki.mw2.wiki/item/2301-recipe-battle-axe/lu4
etc_recipe_yellow_i00	Recipe: Silver Axe	2302	None	https://wiki.mw2.wiki/item/2302-recipe-silver-axe/lu4
etc_recipe_yellow_i00	Recipe: Skull Graver	2303	None	https://wiki.mw2.wiki/item/2303-recipe-skull-graver/lu4
etc_recipe_yellow_i00	Recipe: Heavy Doom Hammer	2304	None	https://wiki.mw2.wiki/item/2304-recipe-heavy-doom-hammer/lu4
etc_recipe_yellow_i00	Recipe: Crystal Staff	2305	None	https://wiki.mw2.wiki/item/2305-recipe-crystal-staff/lu4
etc_recipe_yellow_i00	Recipe: Stick of Faith	2306	None	https://wiki.mw2.wiki/item/2306-recipe-stick-of-faith/lu4
etc_recipe_yellow_i00	Recipe: Heavy Doom Axe	2307	None	https://wiki.mw2.wiki/item/2307-recipe-heavy-doom-axe/lu4
etc_recipe_yellow_i00	Recipe: Cursed Dagger	2308	None	https://wiki.mw2.wiki/item/2308-recipe-cursed-dagger/lu4
etc_recipe_yellow_i00	Recipe: Wolverine Needle	2309	None	https://wiki.mw2.wiki/item/2309-recipe-wolverine-needle/lu4
etc_recipe_yellow_i00	Recipe: Dark Elven Dagger	2310	None	https://wiki.mw2.wiki/item/2310-recipe-dark-elven-dagger/lu4
etc_recipe_yellow_i00	Recipe: Chakram	2311	None	https://wiki.mw2.wiki/item/2311-recipe-chakram/lu4
etc_recipe_yellow_i00	Recipe: Crystallized Ice Bow	2312	None	https://wiki.mw2.wiki/item/2312-recipe-crystallized-ice-bow/lu4
etc_recipe_yellow_i00	Recipe: Orcish Glaive	2313	None	https://wiki.mw2.wiki/item/2313-recipe-orcish-glaive/lu4
etc_recipe_yellow_i00	Recipe: Body Slasher	2314	None	https://wiki.mw2.wiki/item/2314-recipe-body-slasher/lu4
etc_recipe_yellow_i00	Recipe: Shamshir	2315	None	https://wiki.mw2.wiki/item/2315-recipe-shamshir/lu4
etc_recipe_yellow_i00	Recipe: Katana	2316	None	https://wiki.mw2.wiki/item/2316-recipe-katana/lu4
etc_recipe_yellow_i00	Recipe: Bec de Corbin	2317	None	https://wiki.mw2.wiki/item/2317-recipe-bec-de-corbin/lu4
