id	name	grade	description	price_npc	weight	olympiad_usable	restrictions	required_items	craft_level	mp_consumption	result_item_name	result_item_grade	result_item_id	result_item_link	result_quantity	chance_of_success	drop_list	spoil_list
2141	Recipe: Silver Mold	NG	["For Dwarves only.", "The recipe for a Silver Mold.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	500	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1878", "name": "Braided Hemp", "icon": "etc_braided_hemp_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1878-braided-hemp/lu4"}, {"id": "1879", "name": "Cokes", "icon": "etc_oil_pot_black_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1879-cokes/lu4"}, {"id": "1873", "name": "Silver Nugget", "icon": "etc_silver_i00", "grade": "NG", "quantity": "10", "link": "https://wiki.mw2.wiki/item/1873-silver-nugget/lu4"}]	2	20	Silver Mold	NG	1886	https://wiki.mw2.wiki/item/1886-silver-mold/lu4		100	[{"npc": {"id": "20032", "name": "Pinrul", "level": 17}, "amount": "1", "chance": 1.45378727}, {"npc": {"id": "20106", "name": "Talon Spider", "level": 16}, "amount": "1", "chance": 1.05268444}, {"npc": {"id": "20506", "name": "Ruin Imp", "level": 17}, "amount": "1", "chance": 1.09033785}, {"npc": {"id": "20919", "name": "Maille Lizardman", "level": 22}, "amount": "1", "chance": 0.53880411}, {"npc": {"id": "21094", "name": "Ratman Chieftain", "level": 20}, "amount": "1", "chance": 1.19727827}]	[{"npc": {"id": "20341", "name": "Undead Slave", "level": 19}, "amount": "1", "chance": 3.9149}, {"npc": {"id": "20358", "name": "Ratman Hunter", "level": 18}, "amount": "1", "chance": 4.0521}, {"npc": {"id": "20411", "name": "Scavenger Bat", "level": 18}, "amount": "1", "chance": 4.0521}]
2142	Recipe: Varnish of Purity	NG	["For Dwarves only.", "The recipe for Varnish of Purity.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	500	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1881", "name": "Coarse Bone Powder", "icon": "etc_powder_white_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1881-coarse-bone-powder/lu4"}, {"id": "1865", "name": "Varnish", "icon": "etc_ancient_treasure_sack_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1865-varnish/lu4"}, {"id": "1875", "name": "Stone of Purity", "icon": "etc_crystal_ball_violet_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1875-stone-of-purity/lu4"}]	2	20	Varnish of Purity	NG	1887	https://wiki.mw2.wiki/item/1887-varnish-of-purity/lu4		100	[{"npc": {"id": "20033", "name": "Shade Horror", "level": 17}, "amount": "1", "chance": 0.90868897}, {"npc": {"id": "20048", "name": "Lesser Succubus", "level": 20}, "amount": "1", "chance": 1.35689639}, {"npc": {"id": "20107", "name": "Wererat", "level": 16}, "amount": "1", "chance": 0.8772001}, {"npc": {"id": "20508", "name": "Plunder Tarantula", "level": 17}, "amount": "1", "chance": 1.4828773}, {"npc": {"id": "21118", "name": "Baar Dre Vanul", "level": 20}, "amount": "1", "chance": 0.65138533}]	[{"npc": {"id": "20044", "name": "Lirein Elder", "level": 19}, "amount": "1", "chance": 6.3936}, {"npc": {"id": "20424", "name": "Akaste Bone Lord", "level": 19}, "amount": "1", "chance": 5.4719}]
2143	Recipe: Synthetic Cokes	NG	["For Dwarves only.", "The recipe for Synthetic Cokes.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	500	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1879", "name": "Cokes", "icon": "etc_oil_pot_black_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1879-cokes/lu4"}, {"id": "1874", "name": "Oriharukon Ore", "icon": "etc_oriharukon_ore_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1874-oriharukon-ore/lu4"}]	2	20	Synthetic Cokes	NG	1888	https://wiki.mw2.wiki/item/1888-synthetic-cokes/lu4		100	[{"npc": {"id": "20034", "name": "Prowler", "level": 17}, "amount": "1", "chance": 1.11224116}, {"npc": {"id": "20043", "name": "Arachnid Tracker", "level": 19}, "amount": "1", "chance": 0.43280366}, {"npc": {"id": "20049", "name": "Lycanthrope", "level": 20}, "amount": "1", "chance": 0.97709034}, {"npc": {"id": "20308", "name": "Hook Spider", "level": 16}, "amount": "1", "chance": 1.05268269}, {"npc": {"id": "20541", "name": "Ore Bat", "level": 17}, "amount": "1", "chance": 0.2998966}, {"npc": {"id": "21126", "name": "Kerope Werewolf", "level": 20}, "amount": "1", "chance": 0.79829419}]	[{"npc": {"id": "20341", "name": "Undead Slave", "level": 19}, "amount": "1", "chance": 3.9149}, {"npc": {"id": "20369", "name": "Moonstone Beast", "level": 17}, "amount": "1", "chance": 7.7965}, {"npc": {"id": "20521", "name": "Whinstone Golem", "level": 14}, "amount": "1", "chance": 4.009}]
2144	Recipe: Compound Braid	NG	["For Dwarves only.", "The recipe for a Compound Braid.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	500	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1878", "name": "Braided Hemp", "icon": "etc_braided_hemp_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1878-braided-hemp/lu4"}, {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1868-thread/lu4"}]	2	20	Compound Braid	NG	1889	https://wiki.mw2.wiki/item/1889-compound-braid/lu4		100	[{"npc": {"id": "20044", "name": "Lirein Elder", "level": 19}, "amount": "1", "chance": 1.18049214}, {"npc": {"id": "20050", "name": "Arachnid Predator", "level": 20}, "amount": "1", "chance": 1.34336109}, {"npc": {"id": "20108", "name": "Blade Spider", "level": 17}, "amount": "1", "chance": 1.11224322}, {"npc": {"id": "20310", "name": "Brown Bear", "level": 16}, "amount": "1", "chance": 1.41748304}, {"npc": {"id": "20775", "name": "Bugbear Raider", "level": 17}, "amount": "1", "chance": 1.43937548}, {"npc": {"id": "34643", "name": "Dangerous Wild Beast", "level": 20}, "amount": "1", "chance": 1.34336109}]	[{"npc": {"id": "20048", "name": "Lesser Succubus", "level": 20}, "amount": "1", "chance": 7.3499}, {"npc": {"id": "20415", "name": "Scarlet Salamander", "level": 17}, "amount": "1", "chance": 5.4137}, {"npc": {"id": "20511", "name": "Pitchstone Golem", "level": 19}, "amount": "1", "chance": 3.9149}]
2145	Recipe: Mithril Alloy	NG	["For Dwarves only.", "The recipe for Mithril Alloy.", "Requires Create Item - Skill Level 4 (Artisan Lv. 36).", "The success rate is 100%."]	1400	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1887", "name": "Varnish of Purity", "icon": "etc_potion_clear_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1887-varnish-of-purity/lu4"}, {"id": "1880", "name": "Steel", "icon": "etc_lump_black_i00", "grade": "NG", "quantity": "2", "link": "https://wiki.mw2.wiki/item/1880-steel/lu4"}, {"id": "1876", "name": "Mithril Ore", "icon": "etc_mithril_ore_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1876-mithril-ore/lu4"}]	4	40	Mithril Alloy	NG	1890	https://wiki.mw2.wiki/item/1890-mithril-alloy/lu4		100	[{"npc": {"id": "20765", "name": "Warrior of the Plains", "level": 38}, "amount": "1", "chance": 0.60331102}, {"npc": {"id": "21239", "name": "Grave Monk", "level": 37}, "amount": "1", "chance": 1.80069446}, {"npc": {"id": "21270", "name": "Cave Ant Soldier", "level": 38}, "amount": "1", "chance": 0.9414598}, {"npc": {"id": "22025", "name": "Frozen Wasteland Werewolf", "level": 38}, "amount": "1", "chance": 0.77324397}, {"npc": {"id": "20551", "name": "Road Scavenger", "level": 37}, "amount": "1", "chance": 0.41388831}]	[{"npc": {"id": "20765", "name": "Warrior of the Plains", "level": 38}, "amount": "1", "chance": 8.4024}, {"npc": {"id": "20990", "name": "Pageos", "level": 38}, "amount": "1", "chance": 7.3284}, {"npc": {"id": "21146", "name": "Grave Keeper Dark Horror", "level": 40}, "amount": "1", "chance": 24.3015}, {"npc": {"id": "21172", "name": "Lith Patrolman", "level": 39}, "amount": "1", "chance": 17.2903}, {"npc": {"id": "21193", "name": "Gigant Raider", "level": 39}, "amount": "1", "chance": 17.2903}, {"npc": {"id": "21215", "name": "Vault Monk", "level": 37}, "amount": "1", "chance": 13.9345}, {"npc": {"id": "21239", "name": "Grave Monk", "level": 37}, "amount": "1", "chance": 13.9345}, {"npc": {"id": "21269", "name": "Cave Ant", "level": 37}, "amount": "1", "chance": 7.9006}, {"npc": {"id": "21642", "name": "Tasaba Lizardman Sniper", "level": 39}, "amount": "1", "chance": 4.5817}, {"npc": {"id": "21643", "name": "Tasaba Lizardman Sniper", "level": 39}, "amount": "1", "chance": 5.8218}, {"npc": {"id": "22025", "name": "Frozen Wasteland Werewolf", "level": 38}, "amount": "1", "chance": 0.5}, {"npc": {"id": "20553", "name": "Windsus", "level": 39}, "amount": "1", "chance": 4.9699}]
2146	Recipe: Artisan's frame	NG	["For Dwarves only.", "The recipe for an Artisan's frame.", "Requires Create Item - Skill Level 4 (Artisan Lv. 36).", "The success rate is 100%."]	1400	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1883", "name": "Steel Mold", "icon": "etc_mold_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1883-steel-mold/lu4"}, {"id": "1887", "name": "Varnish of Purity", "icon": "etc_potion_clear_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1887-varnish-of-purity/lu4"}, {"id": "1877", "name": "Adamantite Nugget", "icon": "etc_adamantite_i00", "grade": "NG", "quantity": "10", "link": "https://wiki.mw2.wiki/item/1877-adamantite-nugget/lu4"}]	4	40	Artisan's Frame	NG	1891	https://wiki.mw2.wiki/item/1891-artisans-frame/lu4		100	[{"npc": {"id": "20579", "name": "Leto Lizardman Soldier", "level": 37}, "amount": "1", "chance": 0.52769396}, {"npc": {"id": "20763", "name": "Lord of the Plains", "level": 40}, "amount": "1", "chance": 1.16696539}, {"npc": {"id": "20989", "name": "Lageos", "level": 38}, "amount": "1", "chance": 0.55427226}, {"npc": {"id": "21026", "name": "Singing Wind", "level": 37}, "amount": "1", "chance": 0.78125415}, {"npc": {"id": "21145", "name": "Catacomb Stakato Soldier", "level": 38}, "amount": "1", "chance": 1.11366639}, {"npc": {"id": "21642", "name": "Tasaba Lizardman Sniper", "level": 39}, "amount": "1", "chance": 0.49348584}, {"npc": {"id": "21643", "name": "Tasaba Lizardman Sniper", "level": 39}, "amount": "1", "chance": 0.62699743}, {"npc": {"id": "22026", "name": "Bandit Captain", "level": 40}, "amount": "1", "chance": 0.78125415}]	[{"npc": {"id": "20192", "name": "Tyrant", "level": 35}, "amount": "1", "chance": 3.3613}, {"npc": {"id": "20554", "name": "Grandis", "level": 40}, "amount": "1", "chance": 5.8176}]
2147	Recipe: Blacksmith's frame	NG	["For Dwarves only.", "The recipe for a Blacksmith's frame.", "Requires Create Item - Skill Level 4 (Artisan Lv. 36).", "The success rate is 100%."]	1400	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1886", "name": "Silver Mold", "icon": "etc_silver_mold_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1886-silver-mold/lu4"}, {"id": "1887", "name": "Varnish of Purity", "icon": "etc_potion_clear_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1887-varnish-of-purity/lu4"}, {"id": "1876", "name": "Mithril Ore", "icon": "etc_mithril_ore_i00", "grade": "NG", "quantity": "10", "link": "https://wiki.mw2.wiki/item/1876-mithril-ore/lu4"}]	4	40	Blacksmith's Frame	NG	1892	https://wiki.mw2.wiki/item/1892-blacksmiths-frame/lu4		100	[{"npc": {"id": "20790", "name": "Dailaon", "level": 37}, "amount": "1", "chance": 0.31137812}, {"npc": {"id": "20793", "name": "Nos", "level": 40}, "amount": "1", "chance": 0.67910055}, {"npc": {"id": "20990", "name": "Pageos", "level": 38}, "amount": "1", "chance": 0.4509745}, {"npc": {"id": "21172", "name": "Lith Patrolman", "level": 39}, "amount": "1", "chance": 1.78756704}, {"npc": {"id": "22027", "name": "Forgotten Crewman", "level": 39}, "amount": "1", "chance": 2.20586635}]	[{"npc": {"id": "20232", "name": "Marsh Stakato Soldier", "level": 33}, "amount": "1", "chance": 3.0162}]
2148	Recipe: Crafted Leather	NG	["For Dwarves only.", "The recipe for Crafted Leather.", "Requires Create Item - Skill Level 4 (Artisan Lv. 36).", "The success rate is 100%."]	1400	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1884", "name": "Cord", "icon": "etc_skein_gray_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1884-cord/lu4"}, {"id": "1882", "name": "Leather", "icon": "etc_leather_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1882-leather/lu4"}, {"id": "1870", "name": "Coal", "icon": "etc_coal_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1870-coal/lu4"}]	4	40	Crafted Leather	NG	1894	https://wiki.mw2.wiki/item/1894-crafted-leather/lu4		100	[{"npc": {"id": "20935", "name": "Wasp Leader", "level": 37}, "amount": "1", "chance": 0.38732419}, {"npc": {"id": "21025", "name": "Giggling Wind", "level": 36}, "amount": "1", "chance": 0.42050926}, {"npc": {"id": "22028", "name": "Vagabond of the Ruins", "level": 40}, "amount": "1", "chance": 1.54628144}, {"npc": {"id": "20550", "name": "Guardian Basilisk", "level": 36}, "amount": "1", "chance": 0.42050926}]	[{"npc": {"id": "21682", "name": "Dimension Invader Soldier", "level": 40}, "amount": "1", "chance": 15.6068}]
2149	Recipe: Metallic Fiber	NG	["For Dwarves only.", "The recipe for a Metallic Fiber.", "Requires Create Item - Skill Level 4 (Artisan Lv. 36).", "The success rate is 100%."]	1400	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1884", "name": "Cord", "icon": "etc_skein_gray_i00", "grade": "NG", "quantity": "20", "link": "https://wiki.mw2.wiki/item/1884-cord/lu4"}, {"id": "1873", "name": "Silver Nugget", "icon": "etc_silver_i00", "grade": "NG", "quantity": "15", "link": "https://wiki.mw2.wiki/item/1873-silver-nugget/lu4"}]	4	40	Metallic Fiber	NG	1895	https://wiki.mw2.wiki/item/1895-metallic-fiber/lu4	20	100	[{"npc": {"id": "20764", "name": "Shaman of the Plains", "level": 39}, "amount": "1", "chance": 0.69720735}, {"npc": {"id": "22029", "name": "Ragna Orc", "level": 40}, "amount": "1", "chance": 0.81522221}]	[{"npc": {"id": "20088", "name": "Ant Warrior Captain", "level": 36}, "amount": "1", "chance": 11.2103}, {"npc": {"id": "21687", "name": "Dimension Invader Priest", "level": 40}, "amount": "1", "chance": 10.1002}]
2150	Recipe: Blue Diamond Necklace	NG	["For Dwarves only.", "The recipe for a Blue Diamond Necklace.", "Requires Create Item - Skill Level 1 (Dwarven Fighter Lv. 5).", "The success rate is 100%."]	213	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1898", "name": "Blue Diamond Necklace Gem", "icon": "etc_gem_blue_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1898-blue-diamond-necklace-gem/lu4"}, {"id": "1864", "name": "Stem", "icon": "etc_branch_gold_i00", "grade": "NG", "quantity": "80", "link": "https://wiki.mw2.wiki/item/1864-stem/lu4"}, {"id": "1865", "name": "Varnish", "icon": "etc_ancient_treasure_sack_i00", "grade": "NG", "quantity": "16", "link": "https://wiki.mw2.wiki/item/1865-varnish/lu4"}]	1	72	Blue Diamond Necklace	NG	909	https://wiki.mw2.wiki/item/909-blue-diamond-necklace/lu4		100	[{"npc": {"id": "20045", "name": "Skeleton Scout", "level": 19}, "amount": "1", "chance": 2.79808744}, {"npc": {"id": "20051", "name": "Skeleton Bowman", "level": 20}, "amount": "1", "chance": 2.31584604}, {"npc": {"id": "20109", "name": "Salamander", "level": 17}, "amount": "1", "chance": 1.59258549}, {"npc": {"id": "20350", "name": "Cave Fang Spider", "level": 16}, "amount": "1", "chance": 2.10030743}, {"npc": {"id": "20782", "name": "Ol Mahum Novice", "level": 17}, "amount": "1", "chance": 2.61073771}]	[{"npc": {"id": "20106", "name": "Talon Spider", "level": 16}, "amount": "1", "chance": 8.9226}, {"npc": {"id": "20292", "name": "Enku Orc Shaman", "level": 20}, "amount": "1", "chance": 11.5799}, {"npc": {"id": "20350", "name": "Cave Fang Spider", "level": 16}, "amount": "1", "chance": 11.3764}, {"npc": {"id": "20506", "name": "Ruin Imp", "level": 17}, "amount": "1", "chance": 13.8636}]
2151	Recipe: Necklace of Devotion	NG	["For Dwarves only.", "The recipe for a Necklace of Devotion.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	359	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1899", "name": "Necklace of Devotion Chain", "icon": "etc_jewel_box_i00", "grade": "NG", "quantity": "4", "link": "https://wiki.mw2.wiki/item/1899-necklace-of-devotion-chain/lu4"}, {"id": "1886", "name": "Silver Mold", "icon": "etc_silver_mold_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1886-silver-mold/lu4"}, {"id": "1878", "name": "Braided Hemp", "icon": "etc_braided_hemp_i00", "grade": "NG", "quantity": "15", "link": "https://wiki.mw2.wiki/item/1878-braided-hemp/lu4"}, {"id": "1865", "name": "Varnish", "icon": "etc_ancient_treasure_sack_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1865-varnish/lu4"}, {"id": "2130", "name": "Gemstone D", "icon": "etc_crystal_ball_silver_i00", "grade": "NG", "quantity": "2", "link": "https://wiki.mw2.wiki/item/2130-gemstone-d/lu4"}]	2	84	Necklace of Devotion	D	910	https://wiki.mw2.wiki/item/910-necklace-of-devotion/lu4		100	[{"npc": {"id": "20053", "name": "Ol Mahum Patrol", "level": 21}, "amount": "1", "chance": 1.4481005}, {"npc": {"id": "21127", "name": "Northern Goblin", "level": 21}, "amount": "1", "chance": 1.17159903}, {"npc": {"id": "21801", "name": "Treasure Chest", "level": 21}, "amount": "1", "chance": 1.45003974}, {"npc": {"id": "34641", "name": "Crimson Succubus", "level": 21}, "amount": "1", "chance": 1.17159903}]	[{"npc": {"id": "18266", "name": "Treasure Chest", "level": 24}, "amount": "1", "chance": 6.1538}, {"npc": {"id": "20056", "name": "Dre Vanul Disposer", "level": 22}, "amount": "1", "chance": 6.2876}, {"npc": {"id": "20401", "name": "Veelan Bugbear", "level": 23}, "amount": "1", "chance": 10.5332}, {"npc": {"id": "20439", "name": "Ol Mahum Officer", "level": 24}, "amount": "1", "chance": 7.4167}, {"npc": {"id": "20547", "name": "Ol Mahum Reserve", "level": 23}, "amount": "1", "chance": 7.0222}, {"npc": {"id": "21095", "name": "Giant Poison Bee", "level": 21}, "amount": "1", "chance": 6.9804}, {"npc": {"id": "21120", "name": "Kasha Imp Turen", "level": 22}, "amount": "1", "chance": 8.1625}, {"npc": {"id": "21128", "name": "Spine Golem", "level": 22}, "amount": "1", "chance": 10.0871}, {"npc": {"id": "21167", "name": "Lith Witch", "level": 24}, "amount": "1", "chance": 27.3857}, {"npc": {"id": "21188", "name": "Gigant Acolyte", "level": 24}, "amount": "1", "chance": 27.3857}, {"npc": {"id": "21209", "name": "Hallowed Seer", "level": 22}, "amount": "1", "chance": 25.0789}, {"npc": {"id": "21802", "name": "Treasure Chest", "level": 24}, "amount": "1", "chance": 6.1194}, {"npc": {"id": "34640", "name": "Dangerous Giant Spider", "level": 18}, "amount": "1", "chance": 10.0871}]
2152	Recipe: Enchanted Necklace	NG	["For Dwarves only.", "The recipe for an Enchanted Necklace.", "Requires Create Item - Skill Level 2 (Artisan Lv. 20).", "The success rate is 100%."]	568	30	Yes	{"private_warehouse": true, "clan_warehouse": true, "transfer_by_account": false, "trade": true, "drop": true, "private_store": true}	[{"id": "1900", "name": "Enchanted Necklace Chain", "icon": "etc_jewel_box_i00", "grade": "NG", "quantity": "5", "link": "https://wiki.mw2.wiki/item/1900-enchanted-necklace-chain/lu4"}, {"id": "1886", "name": "Silver Mold", "icon": "etc_silver_mold_i00", "grade": "NG", "quantity": "1", "link": "https://wiki.mw2.wiki/item/1886-silver-mold/lu4"}, {"id": "1878", "name": "Braided Hemp", "icon": "etc_braided_hemp_i00", "grade": "NG", "quantity": "15", "link": "https://wiki.mw2.wiki/item/1878-braided-hemp/lu4"}, {"id": "1865", "name": "Varnish", "icon": "etc_ancient_treasure_sack_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/1865-varnish/lu4"}, {"id": "1458", "name": "Crystal (D-Grade)", "icon": "etc_crystal_blue_i00", "grade": "D", "quantity": "18", "link": "https://wiki.mw2.wiki/item/1458-crystal-d-grade/lu4"}, {"id": "2130", "name": "Gemstone D", "icon": "etc_crystal_ball_silver_i00", "grade": "NG", "quantity": "3", "link": "https://wiki.mw2.wiki/item/2130-gemstone-d/lu4"}]	2	96	Enchanted Necklace	D	911	https://wiki.mw2.wiki/item/911-enchanted-necklace/lu4		100	[{"npc": {"id": "20160", "name": "Neer Crawler", "level": 28}, "amount": "1", "chance": 1.01878039}, {"npc": {"id": "20207", "name": "Ol Mahum Guerilla", "level": 26}, "amount": "1", "chance": 2.03115459}, {"npc": {"id": "20756", "name": "Talakin Archer", "level": 28}, "amount": "1", "chance": 1.9165212}, {"npc": {"id": "20757", "name": "Talakin Raider", "level": 27}, "amount": "1", "chance": 1.17821933}, {"npc": {"id": "21099", "name": "Cloudy Beast Turen", "level": 25}, "amount": "1", "chance": 1.32180102}, {"npc": {"id": "21136", "name": "Dead Pit Horror", "level": 28}, "amount": "1", "chance": 0.99882125}, {"npc": {"id": "21803", "name": "Treasure Chest", "level": 27}, "amount": "1", "chance": 0.62719126}, {"npc": {"id": "22001", "name": "Grim Wolf", "level": 25}, "amount": "1", "chance": 1.1905232}]	[{"npc": {"id": "20070", "name": "Lesser Basilisk", "level": 27}, "amount": "1", "chance": 8.2067}, {"npc": {"id": "20160", "name": "Neer Crawler", "level": 28}, "amount": "1", "chance": 8.7127}, {"npc": {"id": "20207", "name": "Ol Mahum Guerilla", "level": 26}, "amount": "1", "chance": 9.6509}, {"npc": {"id": "20225", "name": "Giant Mist Leech", "level": 25}, "amount": "1", "chance": 4.9259}, {"npc": {"id": "20251", "name": "Delu Lizardman", "level": 28}, "amount": "1", "chance": 8.4574}, {"npc": {"id": "20496", "name": "Turek Orc Archer", "level": 27}, "amount": "1", "chance": 15.7224}, {"npc": {"id": "20606", "name": "Kuran Kobold", "level": 27}, "amount": "1", "chance": 9.2549}, {"npc": {"id": "20614", "name": "Lafi Lizardman Scout", "level": 28}, "amount": "1", "chance": 13.6372}, {"npc": {"id": "20923", "name": "Maille Lizardman Shaman", "level": 27}, "amount": "1", "chance": 3.3655}, {"npc": {"id": "21099", "name": "Cloudy Beast Turen", "level": 25}, "amount": "1", "chance": 7.5366}, {"npc": {"id": "21123", "name": "Baar Dre Vanul Destroyer", "level": 25}, "amount": "1", "chance": 9.4358}, {"npc": {"id": "21134", "name": "Dead Pit Spartoi", "level": 26}, "amount": "1", "chance": 4.4104}, {"npc": {"id": "21140", "name": "Catacomb Wisp", "level": 26}, "amount": "1", "chance": 29.0257}, {"npc": {"id": "21211", "name": "Vault Seer", "level": 27}, "amount": "1", "chance": 20.2039}, {"npc": {"id": "22001", "name": "Grim Wolf", "level": 25}, "amount": "1", "chance": 0.975}]
